"metro","lat","long","country","capital","population","state"
"Elkins",38.9237,-79.854,"United States","",40158,"WV"
"Richmond",39.2755,-93.9731,"United States","",45679,"MO"
"Bobrynets",48.0578,32.1581,"Ukraine","minor",67698,""
"Drăgăneşti-Olt",44.1697,24.53,"Romania","",53844,""
"Beni Abbès",30.08,-2.1,"Algeria","admin",30596,""
"Weyburn",49.6611,-103.8525,"Canada","",17593,""
"Sarmiento",-45.6,-69.0833,"Argentina","minor",13562,""
"Greymouth",-42.4667,171.2,"New Zealand","admin",19834,""
"Villa Corzo",16.1848,-93.2677,"Mexico","minor",70069,""
"Crowsnest Pass",49.5955,-114.5136,"Canada","",17352,""
"Kitee",62.0986,30.1375,"Finland","minor",10597,""
"Manevychi",51.2925,25.5503,"Ukraine","",148254,""
"Lanco",-39.4523,-72.7755,"Chile","",16429,""
"Gympie",-26.19,152.6655,"Australia","",63902,""
"Muzaffarnagar",29.4708,77.7033,"India","",2213284,""
"Winnemucca",40.9645,-117.7247,"United States","",15920,"NV"
"Malkara",40.8933,26.9042,"Turkey","minor",151899,""
"Villa Unión",23.9667,-104.0333,"Mexico","minor",21557,""
"Williams Lake",52.1294,-122.1383,"Canada","",23244,""
"Elliot Lake",46.3833,-82.65,"Canada","",19261,""
"Sweet Home",44.4023,-122.7028,"United States","",18555,"OR"
"Kavaratti",10.5626,72.6369,"India","admin",12535,""
"Itaueira",-7.6028,-43.0258,"Brazil","",15264,""
"Chuqung",33.3743,97.0637,"China","minor",55250,""
"Ketchikan",55.3556,-131.6698,"United States","",12970,"AK"
"Alamosa",37.4751,-105.8769,"United States","",31513,"CO"
"Mara Rosa",-14.0169,-49.1778,"Brazil","",13470,""
"Cookstown",54.647,-6.745,"United Kingdom","",115724,""
"Yuzhno-Sukhokumsk",44.6667,45.65,"Russia","",13353,""
"La Grange",29.9129,-96.8767,"United States","",68288,"TX"
"Monroe",42.603,-89.6382,"United States","",48864,"WI"
"Benito Juárez",-37.6833,-59.8,"Argentina","minor",24783,""
"Khilok",51.35,110.45,"Russia","",25934,""
"Abadou",31.5797,-7.3122,"Morocco","",10404,""
"Malaya Vishera",58.85,32.2167,"Russia","",20189,""
"Molchanovo",57.5811,83.7606,"Russia","",26720,""
"Bertolínia",-7.6408,-43.9508,"Brazil","",16843,""
"Kimpese",-5.55,14.43,"Congo (Kinshasa)","",120622,""
"Torotoro",-18.1339,-65.7628,"Bolivia","",88361,""
"Zmeinogorsk",51.158,82.1874,"Russia","",16638,""
"Ergani",38.2692,39.7617,"Turkey","minor",92240,""
"Olëkminsk",60.3833,120.4333,"Russia","",23582,""
"Sweetwater",32.4693,-100.4092,"United States","",11825,"TX"
"Olevsk",51.2278,27.6481,"Ukraine","minor",56241,""
"Syumsi",57.1128,51.6125,"Russia","",51381,""
"Zuyevka",58.4033,51.1304,"Russia","",29858,""
"Ntcheu",-14.8167,34.6333,"Malawi","admin",778542,""
"Sucupira do Norte",-6.4769,-44.1919,"Brazil","",8155,""
"Springbok",-29.6667,17.8833,"South Africa","",42039,""
"Bogué",16.5904,-14.27,"Mauritania","",346330,""
"Campbellton",48.005,-66.6731,"Canada","",37543,""
"Corral de Bustos",-33.2833,-62.2,"Argentina","",35583,""
"Belaya Kholunitsa",58.8333,50.85,"Russia","",14965,""
"Cuatro Ciénegas de Carranza",26.9861,-102.0664,"Mexico","minor",13158,""
"Puerto Quijarro",-17.7796,-57.77,"Bolivia","",726,""
"Salanso",12.1833,-4.0833,"Burkina Faso","minor",255217,""
"Peixe",-12.025,-48.5389,"Brazil","",13032,""
"Kennett",36.2403,-90.0481,"United States","",34531,"MO"
"Bowen",-20.0102,148.2416,"Australia","",13361,""
"Greenville",5.0111,-9.0388,"Liberia","admin",98477,""
"Fort Bragg",39.4399,-123.8013,"United States","",19861,"CA"
"Bethanie",-26.4995,17.15,"Namibia","",3237,""
"Taksimo",56.3315,114.89,"Russia","",9180,""
"Châtillon-sur-Seine",47.8583,4.5742,"France","",31128,""
"Lexington",40.7779,-99.7461,"United States","",22276,"NE"
"Canatlán",24.52,-104.78,"Mexico","minor",28323,""
"Normandia",3.8808,-59.6228,"Brazil","",14593,""
"Paranã",-12.615,-47.8828,"Brazil","",10760,""
"Aydarken",39.9333,71.3333,"Kyrgyzstan","",93177,""
"Vytegra",61,36.45,"Russia","",25742,""
"Vernon",34.148,-99.3,"United States","",16718,"TX"
"Stranraer",54.902,-5.027,"United Kingdom","",29765,""
"Tyukalinsk",55.8667,72.2,"Russia","",27204,""
"Rāyen",29.5978,57.4386,"Iran","",30000,""
"Yahyalı",38.099,35.359,"Turkey","minor",44270,""
"São Romão",-16.3689,-45.0689,"Brazil","",20240,""
"Parnaguá",-10.2269,-44.6389,"Brazil","",10393,""
"Piranhas",-16.4269,-51.8219,"Brazil","",11392,""
"Chivhu",-19.0196,30.8973,"Zimbabwe","",207114,""
"Caldera",-27.0667,-70.8167,"Chile","",15209,""
"São João d’Aliança",-14.7058,-47.525,"Brazil","",20152,""
"Lonquimay",-38.4333,-71.2333,"Chile","",15669,""
"Marawī",18.4833,31.8167,"Sudan","",172073,""
"Luza",60.6167,47.2833,"Russia","",28296,""
"Ronda Alta",-27.7669,-52.8019,"Brazil","",6174,""
"Tanggemu Nongchang",36.075,100.0937,"China","",16003,""
"Lagoa da Confusão",-10.7939,-49.6239,"Brazil","",16722,""
"Slatina",45.7,17.7,"Croatia","minor",37693,""
"Medina",4.5092,-73.3494,"Colombia","minor",26271,""
"Birao",10.2837,22.7833,"Central African Republic","admin",14394,""
"Fort William",56.8198,-5.1052,"United Kingdom","",30479,""
"Mikhaylov",54.2333,39.0333,"Russia","",61902,""
"Calçoene",2.4978,-50.9489,"Brazil","",8132,""
"Havre",48.5427,-109.6803,"United States","",17699,"MT"
"Clarion",41.2106,-79.3803,"United States","",48373,"PA"
"Blumberg",47.8392,8.5342,"Germany","",11756,""
"Kuldīga",56.9672,21.97,"Latvia","admin",21812,""
"Shawano",44.7748,-88.5843,"United States","",53920,"WI"
"Nogliki",51.8333,143.1667,"Russia","",8383,""
"Harrisonville",38.6529,-94.3467,"United States","",59072,"MO"
"Cowra",-33.8183,148.6578,"Australia","",13757,""
"Kosh-Agach",49.9927,88.676,"Russia","",16596,""
"Sovicille",43.2833,11.2333,"Italy","",34090,""
"Kargopol",61.5,38.9333,"Russia","",15129,""
"Satipo",-11.2542,-74.6367,"Peru","",285282,""
"Ciudad Tula",23,-99.72,"Mexico","minor",43868,""
"Roboré",-18.3295,-59.76,"Bolivia","",13825,""
"Fairmont",43.6441,-94.4621,"United States","",43512,"MN"
"Kingaroy",-26.5408,151.8394,"Australia","",37483,""
"Taltal",-25.4,-70.47,"Chile","",8594,""
"Vuktyl",63.8667,57.3167,"Russia","",10954,""
"San Pedro Huamelula",16.0167,-95.6667,"Mexico","minor",13633,""
"Kuruman",-27.4597,23.4125,"South Africa","",166409,""
"Moba",-7.0596,29.72,"Congo (Kinshasa)","",454660,""
"Alajärvi",63,23.8167,"Finland","minor",30776,""
"Senanga",-16.1196,23.27,"Zambia","",85180,""
"Tarīn Kōṯ",32.6333,65.8667,"Afghanistan","admin",383768,""
"Gar",32.2004,79.9833,"China","minor",20498,""
"Al Qurayyāt",31.3333,37.3333,"Saudi Arabia","",167907,""
"Tarhjicht",29.0565,-9.428,"Morocco","",31423,""
"Pyetrykaw",52.1333,28.5,"Belarus","minor",27221,""
"Aşağı Ayıblı",40.9347,45.8261,"Azerbaijan","",90856,""
"Galleh Dār",27.6594,52.6575,"Iran","",317599,""
"Hamilton",-37.7333,142.0167,"Australia","",17813,""
"Tzucacab",20.0708,-89.0506,"Mexico","",30720,""
"Bastak",27.1992,54.3667,"Iran","minor",87962,""
"Gamba",-2.65,10,"Gabon","",10778,""
"Temiskaming Shores",47.5167,-79.6833,"Canada","",32507,""
"Zaozërsk",69.4,32.45,"Russia","",11777,""
"Saarijärvi",62.7056,25.2569,"Finland","minor",22211,""
"Hinton",53.4114,-117.5639,"Canada","",11221,""
"Quesnel",52.9784,-122.4927,"Canada","",23791,""
"Ruoqiang",39.0181,88.1681,"China","minor",19878,""
"Fort Irwin",35.2476,-116.6834,"United States","",18789,"CA"
"Swan Hill",-35.3333,143.55,"Australia","",18958,""
"Bogandé",12.9714,-0.1436,"Burkina Faso","minor",523656,""
"Norosí",8.5261,-74.0378,"Colombia","minor",4117,""
"Berezivka",47.2039,30.9125,"Ukraine","minor",49753,""
"Makariv",50.4667,29.8167,"Ukraine","",46944,""
"Mudgee",-32.6125,149.5872,"Australia","",25769,""
"Suntar",62.1575,117.6442,"Russia","",18857,""
"Candelaria",18.1844,-91.0461,"Mexico","minor",53512,""
"Baker City",44.7749,-117.832,"United States","",11965,"OR"
"Totma",59.9833,42.7667,"Russia","",20212,""
"Jennings",30.2233,-92.6582,"United States","",25504,"LA"
"Hawera",-39.5833,174.2833,"New Zealand","",18228,""
"Nyurba",63.2833,118.3333,"Russia","",21097,""
"Caturama",-13.3289,-42.2908,"Brazil","",15431,""
"Argostóli",38.1739,20.4883,"Greece","minor",41414,""
"Gunnedah",-30.9667,150.25,"Australia","",16314,""
"Bilecik",40.1431,29.9792,"Turkey","admin",180776,""
"Chiang Klang",19.293,100.8739,"Thailand","minor",152756,""
"Portland",-38.3333,141.6,"Australia","",15638,""
"Aqadyr",48.2749,72.8599,"Kazakhstan","",8830,""
"Zengjiaba",32.1263,109.4692,"China","",533780,""
"Mandritsara",-15.8328,48.8166,"Madagascar","",242769,""
"Mae Ai",20.0296,99.2847,"Thailand","minor",78963,""
"Alfred and Plantagenet",45.5667,-74.9167,"Canada","",25531,""
"Tshabong",-26.02,22.4056,"Botswana","admin",17817,""
"Sémbé",1.6481,14.5806,"Congo (Brazzaville)","",16562,""
"Ch’osan-ŭp",40.8255,125.8008,"North Korea","",229919,""
"Djambala",-2.55,14.75,"Congo (Brazzaville)","admin",49762,""
"Mont-Tremblant",46.1167,-74.6,"Canada","",31885,""
"Roncador",-24.6028,-52.275,"Brazil","",11409,""
"Sigatoka",-18.15,177.5,"Fiji","",40256,""
"Nogent-le-Rotrou",48.3217,0.8217,"France","minor",65103,""
"Muyinga",-2.85,30.3333,"Burundi","admin",501416,""
"Elhovo",42.172,26.5694,"Bulgaria","",22305,""
"Khodoriv",49.41,24.3094,"Ukraine","",17340,""
"Hope",33.6682,-93.5895,"United States","",31475,"AR"
"Bishop",37.3665,-118.3958,"United States","",16946,"CA"
"Rice Lake",45.4863,-91.7447,"United States","",74953,"WI"
"Sarahs",36.5167,61.2167,"Turkmenistan","",120640,""
"Bakaly",55.1789,53.8028,"Russia","",66796,""
"Ussel",45.5481,2.3092,"France","minor",36981,""
"Igrim",63.1933,64.4194,"Russia","",20326,""
"Craig",40.517,-107.5555,"United States","",11949,"CO"
"Amherst",45.8167,-64.2167,"Canada","",26578,""
"Tell City",37.9528,-86.7597,"United States","",59032,"IN"
"Tlahualilo de Zaragoza",26.1167,-103.45,"Mexico","minor",14579,""
"Basco",20.45,121.9667,"Philippines","admin",19212,""
"Soldato-Aleksandrovskoye",44.2659,43.7562,"Russia","",46780,""
"Aleksandrovsk-Sakhalinskiy",50.9,142.15,"Russia","",24627,""
"Fort Stockton",30.8926,-102.8844,"United States","",11664,"TX"
"Ananás",-6.3658,-48.0728,"Brazil","",18400,""
"Kirs",59.3372,52.2455,"Russia","",30040,""
"Shira",54.4911,89.9597,"Russia","",26016,""
"Winslow",35.0253,-110.7098,"United States","",14986,"AZ"
"Ruidoso",33.3647,-105.6432,"United States","",20601,"NM"
"Katakwi",1.8911,33.9661,"Uganda","admin",911888,""
"Hondo",29.3531,-99.162,"United States","",11908,"TX"
"Miles City",46.4059,-105.8385,"United States","",9661,"MT"
"Castelli",-25.95,-60.6167,"Argentina","minor",57195,""
"Boyabat",41.4689,34.7667,"Turkey","minor",105804,""
"Alfredo Wagner",-27.7,-49.3339,"Brazil","",39081,""
"Sarandí del Yi",-33.3442,-55.6313,"Uruguay","",12854,""
"Brownfield",33.1757,-102.273,"United States","",15695,"TX"
"Gorē",8.149,35.537,"Ethiopia","",870695,""
"Siteía",35.2,26.1,"Greece","minor",67920,""
"Madras",44.6425,-121.1315,"United States","",21252,"OR"
"Clinton",35.0005,-78.3311,"United States","",52165,"NC"
"Saßnitz",54.5164,13.6411,"Germany","",8519,""
"Moree",-29.465,149.8344,"Australia","",12880,""
"Detroit Lakes",46.806,-95.8449,"United States","",39097,"MN"
"Saūmalköl",53.2914,68.1046,"Kazakhstan","",25359,""
"Cannonvale",-20.2787,148.6994,"Australia","",20078,""
"Marathon",24.7262,-81.0376,"United States","",9693,"FL"
"Pokrovsk",61.4833,129.15,"Russia","",27789,""
"Kasane",-17.7983,25.1536,"Botswana","admin",60737,""
"Putina",-15.47,-69.43,"Peru","",81465,""
"Juruaia",-21.2528,-46.5769,"Brazil","",7236,""
"Bandio",13.8888,1.0896,"Niger","",149976,""
"Bahābād",31.8728,56.0236,"Iran","",16269,""
"I-n-Amenas",28.05,9.55,"Algeria","",8213,""
"Baluntaicun",42.7594,86.3231,"China","",29627,""
"Nong Kung Si",16.65,103.3,"Thailand","minor",231718,""
"Sholaqqorghan",43.7653,69.1764,"Kazakhstan","",36496,""
"Ban Kham Pom",15.9653,105.2112,"Thailand","",357135,""
"Aberbargoed",51.6968,-3.224,"United Kingdom","",28380,""
"Niesky",51.2897,14.83,"Germany","",158418,""
"Abalessa",22.89,4.8472,"Algeria","",11497,""
"Ziębice",50.6,17.0444,"Poland","",101899,""
"Carbonita",-17.5269,-43.0158,"Brazil","",15873,""
"Ust’-Nera",64.5666,143.2,"Russia","",8100,""
"Thief River Falls",48.1112,-96.1771,"United States","",26844,"MN"
"Bichura",50.5864,107.5975,"Russia","",31529,""
"Chadan",51.2833,91.5667,"Russia","",24832,""
"Monett",36.922,-93.9261,"United States","",39076,"MO"
"Challapata",-18.9,-66.7667,"Bolivia","",36408,""
"Nizhniy Odes",63.65,54.85,"Russia","",4177,""
"Paranaiguana",-18.9158,-50.6539,"Brazil","",15676,""
"Kharovsk",59.9642,40.1912,"Russia","",26409,""
"Dangriga",16.9667,-88.2167,"Belize","admin",48888,""
"Shar",49.6003,81.0549,"Kazakhstan","",24766,""
"Çankırı",40.6,33.6167,"Turkey","admin",132189,""
"Jumlā",29.25,82.2167,"Nepal","",265906,""
"Ewo",-0.8667,14.8167,"Congo (Brazzaville)","admin",143392,""
"Colac",-38.3403,143.5847,"Australia","",29829,""
"Westerland",54.91,8.3075,"Germany","",34889,""
"Mandīshah",28.3515,28.9317,"Egypt","",51301,""
"Natividade",-11.71,-47.7228,"Brazil","",13976,""
"Mbamba Bay",-11.2833,34.7667,"Tanzania","",312758,""
"Yelnya",54.5667,33.1667,"Russia","",23050,""
"Chamical",-30.3592,-66.3133,"Argentina","minor",25366,""
"Tepechitlán",21.6667,-103.3333,"Mexico","minor",87932,""
"Karkkila",60.5347,24.2097,"Finland","minor",19415,""
"Morpará",-11.5589,-43.2808,"Brazil","",6914,""
"Nuquí",5.7069,-77.2703,"Colombia","minor",11645,""
"Clinton",38.3716,-93.7679,"United States","",27541,"MO"
"Harrisburg",37.7373,-88.5457,"United States","",46360,"IL"
"Qashyr",53.0804,76.09,"Kazakhstan","",25688,""
"Suoyarvi",62.0833,32.3667,"Russia","",15725,""
"Taxkorgan",37.7729,75.2272,"China","minor",30770,""
"Serafimovich",49.5833,42.7333,"Russia","",47079,""
"Makhambet",47.6714,51.5798,"Kazakhstan","minor",12155,""
"Pittsgrove",39.5404,-75.1291,"United States","",51849,"NJ"
"Pudozh",61.8,36.5333,"Russia","",12827,""
"Zhangaözen",43.3004,52.8,"Kazakhstan","",175377,""
"Anaurilândia",-22.1878,-52.7178,"Brazil","",11799,""
"Logan",37.8509,-81.9857,"United States","",40985,"WV"
"Cuencamé de Ceniceros",24.8667,-103.7,"Mexico","minor",22418,""
"Ak’ordat",15.55,37.8833,"Eritrea","",4058,""
"Jacareacanga",-6.2239,-57.7539,"Brazil","",5045,""
"Kodiak",57.7934,-152.406,"United States","",1068,"AK"
"Agadir Melloul",30.2249,-7.796,"Morocco","",21857,""
"Kālkuni",14.6,74.8333,"India","",1215331,""
"Madnūr",18.5,77.6333,"India","",571624,""
"Pā’īn Chāf",37.2294,50.2539,"Iran","",130204,""
"Rhinelander",45.6361,-89.4256,"United States","",68357,"WI"
"Marilândia do Sul",-23.745,-51.3078,"Brazil","",27233,""
"Mokhotlong",-29.2885,29.0656,"Lesotho","admin",238278,""
"Kuhmo",64.125,29.5167,"Finland","minor",12148,""
"Gorodoviki",46.1353,41.9656,"Russia","",14770,""
"Clanton",32.844,-86.623,"United States","",30130,"AL"
"Sodankylä",67.4149,26.5907,"Finland","minor",10451,""
"Marrupa",-13.1833,37.5,"Mozambique","",77147,""
"Banak",27.8708,52.0272,"Iran","",163609,""
"Skovorodino",53.9833,123.9333,"Russia","",19894,""
"Porkhov",57.7667,29.55,"Russia","",36683,""
"Nam Som",17.7694,102.1435,"Thailand","minor",41936,""
"Ayr",-19.5744,147.4066,"Australia","",18257,""
"Cortez",37.3505,-108.5766,"United States","",24550,"CO"
"Moranbah",-22.0016,148.0533,"Australia","",11844,""
"Bad Schussenried",48.0067,9.6586,"Germany","",4137,""
"Olney",38.7285,-88.0838,"United States","",24736,"IL"
"Artvin",41.1822,41.8194,"Turkey","admin",52848,""
"Ogulin",45.2669,15.2248,"Croatia","minor",41670,""
"Al Quway‘īyah",24.0737,45.2806,"Saudi Arabia","",61103,""
"Phimai",15.2167,102.5,"Thailand","minor",205298,""
"Mrakovo",52.7161,56.6244,"Russia","",29005,""
"Uglegorsk",49.0667,142.0333,"Russia","",19558,""
"Saint-Jean-de-Monts",46.7928,-2.0603,"France","",18439,""
"Chyhyryn",49.0833,32.6667,"Ukraine","minor",25378,""
"Mürzzuschlag",47.6075,15.6731,"Austria","",39083,""
"Amapá",2.0528,-50.7928,"Brazil","",7349,""
"Tuba City",36.125,-111.2468,"United States","",16975,"AZ"
"Laishevo",55.4,49.55,"Russia","",28794,""
"Farmville",37.2959,-78.4002,"United States","",84992,"VA"
"Jauru",-15.3419,-58.8658,"Brazil","",15883,""
"Ahumada",30.6186,-106.5122,"Mexico","minor",7474,""
"Aspen",39.195,-106.8369,"United States","",18421,"CO"
"Queimada Nova",-8.5789,-41.4189,"Brazil","",18401,""
"Franklin",36.6831,-76.9386,"United States","",57882,"VA"
"Aqsū",52.4502,71.9597,"Kazakhstan","",14176,""
"Obluchye",49,131.05,"Russia","",37155,""
"Bartica",6.4,-58.6167,"Guyana","admin",16055,""
"Caazapá",-26.2,-56.38,"Paraguay","admin",201159,""
"Rawlins",41.7849,-107.2265,"United States","",9402,"WY"
"Perryton",36.393,-100.7976,"United States","",16667,"TX"
"Sitka",57.2401,-135.3153,"United States","",7751,"AK"
"Oban",56.412,-5.472,"United Kingdom","",20898,""
"Stuttgart",34.495,-91.5485,"United States","",23846,"AR"
"Hillsboro",32.0091,-97.1151,"United States","",37580,"TX"
"Araguaçu",-12.9308,-49.8258,"Brazil","",9665,""
"Orocué",4.7897,-71.3392,"Colombia","minor",10420,""
"Dauphin",51.1992,-100.0633,"Canada","",18999,""
"Goundam",16.4144,-3.6708,"Mali","minor",16663,""
"Non Sang",16.8699,102.564,"Thailand","minor",81428,""
"As Sallūm",31.5525,25.1575,"Egypt","",23948,""
"São Vicente do Sul",-29.6919,-54.6789,"Brazil","",15880,""
"Būlaevo",54.9056,70.4439,"Kazakhstan","",14173,""
"Taber",49.7847,-112.1508,"Canada","",14165,""
"Połaniec",50.4333,21.2833,"Poland","",50341,""
"Alougoum",30.2778,-6.8292,"Morocco","",12467,""
"Edson",53.5817,-116.4344,"Canada","",14806,""
"Magtymguly",38.4333,56.2833,"Turkmenistan","minor",66621,""
"Gewanē",10.1664,40.6453,"Ethiopia","",115263,""
"Redenção do Gurguéia",-9.4869,-44.5858,"Brazil","",10223,""
"Celestún",20.8583,-90.4,"Mexico","minor",6577,""
"Aleg",17.058,-13.909,"Mauritania","admin",62412,""
"Yadrin",55.95,46.2,"Russia","",51294,""
"Fethiye",36.6206,29.1142,"Turkey","minor",360795,""
"Tungaturti",17.4567,79.6258,"India","",108673,""
"Yuryevets",57.3167,43.1,"Russia","",40061,""
"Alvorada",-12.48,-49.125,"Brazil","",12530,""
"Pocrane",-19.62,-41.6369,"Brazil","",14145,""
"Socorro",34.0543,-106.9066,"United States","",13881,"NM"
"Suomussalmi",64.8833,28.9167,"Finland","minor",9333,""
"Tillamook",45.4562,-123.8331,"United States","",19368,"OR"
"Blankenheim",50.4331,6.65,"Germany","",20458,""
"Nova Itarana",-13.0269,-40.0689,"Brazil","",9611,""
"Dalhart",36.0579,-102.5123,"United States","",11288,"TX"
"Kapuskasing",49.4167,-82.4333,"Canada","",11079,""
"Southeast Arcadia",27.1862,-81.8521,"United States","",24835,"FL"
"Kiunga",-6.1167,141.3,"Papua New Guinea","",37253,""
"Ribeirão do Largo",-15.4589,-40.7389,"Brazil","",10175,""
"Colorado City",36.9774,-112.983,"United States","",19689,"AZ"
"Pudasjärvi",65.3583,27,"Finland","minor",10107,""
"Carneirinho",-19.6978,-50.6878,"Brazil","",5580,""
"Olovyannaya",50.95,115.5666,"Russia","",42926,""
"Mammoth Lakes",37.6273,-118.99,"United States","",9137,"CA"
"Pereiras",-23.0761,-47.9758,"Brazil","",1276,""
"Chester",37.9199,-89.8259,"United States","",33679,"IL"
"Zhänibek",49.4221,46.8471,"Kazakhstan","",18777,""
"Qarqaraly",49.4249,75.4649,"Kazakhstan","",18651,""
"Uribe",3.2408,-74.3536,"Colombia","minor",15099,""
"Itamarati",-6.425,-68.2528,"Brazil","",6773,""
"Laprida",-37.5333,-60.8167,"Argentina","minor",15586,""
"Formoso",-14.9469,-46.2319,"Brazil","",17225,""
"Campos Lindos",-7.9939,-46.8678,"Brazil","",13502,""
"Kitimat",54,-128.7,"Canada","",6371,""
"Charters Towers",-20.0765,146.2614,"Australia","",11565,""
"Hongwansi",38.8384,99.6159,"China","minor",48276,""
"Hazard",37.2583,-83.1977,"United States","",51808,"KY"
"Omak",48.4228,-119.5159,"United States","",38442,"WA"
"Happy Valley",53.3396,-60.4467,"Canada","",9800,""
"Gümüşhane",40.4597,39.4778,"Turkey","admin",42911,""
"Alliance",42.1025,-102.8766,"United States","",11868,"NE"
"Wickenburg",33.9837,-112.7668,"United States","",15762,"AZ"
"Aguelhok",19.4614,0.8589,"Mali","",10564,""
"Hammerfest",70.6634,23.6821,"Norway","minor",11922,""
"Afşin",38.25,36.9167,"Turkey","minor",264744,""
"Santana da Boa Vista",-30.8719,-53.115,"Brazil","",8279,""
"Decorah",43.3015,-91.7844,"United States","",71806,"IA"
"Qusmuryn",52.458,64.6,"Kazakhstan","",35815,""
